station_name,station_latitude,station_longitude,free_bikes,empty_slots,number_of_bikes,poi_name,poi_categories,poi_address,poi_distance,poi_latitude,poi_longitude,poi_ratings,poi_total_ratings,poi_total_tips,poi_total_photos
Rifle Range at Rail Trail,43.2554850097816,-79.9298771288198,5,11,16,Pinks Burgers,Burger Joint,"1335 Main St W, Hamilton ON L8S 1C6",928,43.257574,-79.918863,3.8,11.0,3.0,0.0
Rifle Range at Rail Trail,43.2554850097816,-79.9298771288198,5,11,16,East Side Mario's Dundas,Restaurant,"119 Osler Dr, Dundas ON L9H 6X4",993,43.258387,-79.941538,3.8,16.0,6.0,9.0
Rifle Range at Rail Trail,43.2554850097816,-79.9298771288198,5,11,16,Subway,Deli,"1331 Main St W (at Broadway Ave.), Hamilton ON L8S 1C6",924,43.257574,-79.918863,3.5,7.0,3.0,2.0
Rifle Range at Rail Trail,43.2554850097816,-79.9298771288198,5,11,16,Mennonite Church,Church,"143 Lower Horning Rd (Purvis Dr.), Hamilton ON L8S 3G8",729,43.249824,-79.933678,,,,
Rifle Range at Rail Trail,43.2554850097816,-79.9298771288198,5,11,16,Shoppers Drug Mart,Drugstore,"1341 Main St W (at Emerson St), Hamilton ON L8S 1C6",879,43.25759,-79.919376,3.2,3.0,,
Rifle Range at Rail Trail,43.2554850097816,-79.9298771288198,5,11,16,Food 4 Kids,Public and Social Service,"407 Whitney Ave, Hamilton ON L8S 2H6",753,43.251248,-79.937676,,,,
Hill Street Park,43.25672417073905,-79.88822355870525,4,6,10,Starbucks,Coffee Shop,"158 Locke St S (at Bold St), Hamilton ON L8P 4A9",233,43.256119,-79.885602,4.0,56.0,20.0,45.0
Hill Street Park,43.25672417073905,-79.88822355870525,4,6,10,Earth to Table Bread Bar,Bakery,"258 Locke St S (Herkimer St.), Hamilton ON L8P 4B9",464,43.252827,-79.886945,4.3,183.0,66.0,85.0
Hill Street Park,43.25672417073905,-79.88822355870525,4,6,10,Donut Monster,Bagel Shop,"246 Locke St S, Hamilton ON L8P 4B9",405,43.253231,-79.886782,3.8,30.0,6.0,9.0
Hill Street Park,43.25672417073905,-79.88822355870525,4,6,10,Cake and Loaf Bakery,Bakery,"321 Dundurn St S (Dundurn Street South), Hamilton ON L8P 2M5",607,43.251924,-79.892124,4.4,40.0,15.0,23.0
Hill Street Park,43.25672417073905,-79.88822355870525,4,6,10,Aberdeen Tavern,American Restaurant,"432 Aberdeen Ave (Dundurn Street), Hamilton ON L8P 2S2",734,43.251479,-79.893532,4.4,49.0,12.0,39.0
Hill Street Park,43.25672417073905,-79.88822355870525,4,6,10,La Luna Restaurant Downtown,Lebanese Restaurant,"306 King St W (at Queen St), Hamilton ON L8P 1B1",838,43.259414,-79.878417,4.3,35.0,15.0,8.0
Hill Street Park,43.25672417073905,-79.88822355870525,4,6,10,Ark + Anchor,Coffee Shop,"300 King St W, Hamilton ON L8P 1B1",865,43.259332,-79.878032,4.0,11.0,2.0,13.0
Hill Street Park,43.25672417073905,-79.88822355870525,4,6,10,1UP Games,Retail,"777 King St W, Hamilton ON L8S 1K2",938,43.262107,-79.897144,4.0,9.0,5.0,1.0
Hill Street Park,43.25672417073905,-79.88822355870525,4,6,10,Durand Coffee,Café,"142 Charlton Ave W (Caroline St S.), Hamilton ON L8P 2C7",954,43.251543,-79.878939,4.0,8.0,4.0,19.0
Hill Street Park,43.25672417073905,-79.88822355870525,4,6,10,Pizza Pizza,Pizzeria,"815 Main St W, Hamilton ON L8S 1A2",1001,43.259202,-79.89999,3.0,2.0,1.0,2.0
Hill Street Park,43.25672417073905,-79.88822355870525,4,6,10,Telus MCS,Electronics Store,"807 Main St W, Hamilton ON L8S 1A2",1003,43.259313,-79.900008,,,,
Hill Street Park,43.25672417073905,-79.88822355870525,4,6,10,Breezy Corners,American Restaurant,"1480 6 Hwy N (Carlisle Rd), Hamilton ON L8N 2Z7",16402,43.262301,-79.895368,4.1,20.0,5.0,12.0
Seedworks,43.25911119199103,-79.86361294984816,4,3,7,August 8,Dim Sum Restaurant,"1 Wilson St (James St.), Hamilton ON L8R 1C4",266,43.259413,-79.866825,4.2,82.0,26.0,27.0
Seedworks,43.25911119199103,-79.86361294984816,4,3,7,James Street North Art Crawl,Arts and Entertainment,"James St N, Hamilton ON",333,43.260562,-79.867158,4.2,23.0,2.0,19.0
Seedworks,43.25911119199103,-79.86361294984816,4,3,7,Saint James Espresso Bar & Eatery,Bar,"170 James St N (Cannon), Hamilton ON L8R 2L1",351,43.260862,-79.866884,4.3,27.0,5.0,19.0
Seedworks,43.25911119199103,-79.86361294984816,4,3,7,Hambrgr,Burger Joint,"49 King William St, Hamilton ON L8R 1A2",348,43.257213,-79.867056,4.2,51.0,13.0,34.0
Seedworks,43.25911119199103,-79.86361294984816,4,3,7,The Mule,Taco Restaurant,"41 King William St (Hughson), Hamilton ON L8R 1A2",371,43.257258,-79.867202,4.4,54.0,14.0,83.0
Seedworks,43.25911119199103,-79.86361294984816,4,3,7,Merit Brewing,Bar,"107 James St N (at York Blvd), Hamilton ON L8R 2K6",346,43.25949,-79.867997,4.1,36.0,7.0,101.0
Seedworks,43.25911119199103,-79.86361294984816,4,3,7,Sagarmatha Curry Palace Resturant,Indian Restaurant,"43 King William St, Hamilton ON L8R 1A2",367,43.257213,-79.867056,4.2,22.0,22.0,122.0
Seedworks,43.25911119199103,-79.86361294984816,4,3,7,Mulberry Street Coffeehouse,Café,"193 James St N (Mulberry St.), Hamilton ON L8R 2L2",401,43.261863,-79.866961,4.3,143.0,47.0,122.0
Seedworks,43.25911119199103,-79.86361294984816,4,3,7,Theatre Aquarius,Music Venue,"190 King William St, Hamilton ON L8R 1A8",433,43.255151,-79.861885,4.2,10.0,2.0,28.0
Seedworks,43.25911119199103,-79.86361294984816,4,3,7,Burrito Boyz,Burrito Restaurant,"66 King St E, Hamilton ON L8N 1A6",463,43.255691,-79.867215,4.2,64.0,16.0,20.0
Seedworks,43.25911119199103,-79.86361294984816,4,3,7,Charred,BBQ Joint,"244 James St N (btwn Robert St & Colbourne St), Hamilton ON L8R 2L3",467,43.262759,-79.866231,4.1,49.0,16.0,22.0
Seedworks,43.25911119199103,-79.86361294984816,4,3,7,Hamilton Farmers' Market,Farmers Market,"55 York Blvd (at James), Hamilton ON L8R 3K1",506,43.259041,-79.870193,4.3,90.0,14.0,80.0
Seedworks,43.25911119199103,-79.86361294984816,4,3,7,Black Forest Inn,German Restaurant,"255 King St E, Hamilton ON L8N 1B9",548,43.254392,-79.861571,4.0,57.0,18.0,53.0
Seedworks,43.25911119199103,-79.86361294984816,4,3,7,Gameopolis,Arts and Entertainment,"223 King St E (at Walnut; East of John St.), Hamilton ON L8N 1B6",506,43.25466,-79.862451,3.6,8.0,7.0,16.0
Seedworks,43.25911119199103,-79.86361294984816,4,3,7,Coco Fresh Tea & Juice,Bubble Tea Shop,"96 Main St E, Hamilton ON L8N 1G3",542,43.254333,-79.865966,3.8,11.0,3.0,3.0
Seedworks,43.25911119199103,-79.86361294984816,4,3,7,Bonanza Bakery,Bakery,"100 Murray St E, Hamilton ON L8L 3G4",617,43.264323,-79.861163,4.2,14.0,5.0,3.0
Seedworks,43.25911119199103,-79.86361294984816,4,3,7,Shakespeare's Steak and Seafood,Diner,"181 Main St E, Hamilton ON L8N 1H2",594,43.253717,-79.862338,4.0,10.0,4.0,1.0
Seedworks,43.25911119199103,-79.86361294984816,4,3,7,Denninger Ltd,Deli,"284 King St E, Hamilton ON L8N 1B7",617,43.253889,-79.860837,4.2,33.0,7.0,31.0
Seedworks,43.25911119199103,-79.86361294984816,4,3,7,Sapporo Japanese Restaurant,Sushi Restaurant,"96 Main St E, Hamilton ON L8N 1G3",568,43.254333,-79.865966,3.9,106.0,39.0,21.0
Seedworks,43.25911119199103,-79.86361294984816,4,3,7,Cafe Oranje,Café,"312 King St E (Wellington St), Hamilton ON L8N 1C2",664,43.253614,-79.860049,4.4,72.0,15.0,243.0
Gage Park,43.24344818701565,-79.83040988445282,1,23,24,Gage Park Manor,Real Estate Agency,"222 Gage Ave S (At Main St.), Hamilton ON L8M 3M4",160,43.241353,-79.831836,4.2,62.0,14.0,173.0
Gage Park,43.24344818701565,-79.83040988445282,1,23,24,Tim Hortons,"Cafe, Coffee, and Tea House","888 Main St E (Melrose Ave), Hamilton ON L8M 1M3",396,43.245768,-79.834063,3.6,6.0,1.0,1.0
Gage Park,43.24344818701565,-79.83040988445282,1,23,24,Jason's DJ Service,,"159 Prospect St S, Hamilton ON L8M 2Z5",336,43.245347,-79.833714,,,,
Gage Park,43.24344818701565,-79.83040988445282,1,23,24,Lumacraft Photography,Photographer,"468 Cumberland Ave (Near Gage Ave. S.), Hamilton ON L8M 3M5",345,43.24067,-79.832,,,,
Gage Park,43.24344818701565,-79.83040988445282,1,23,24,Hi-Line Centre Pizza & Wings,Pizzeria,"1150 King St E (Gage), Hamilton ON L8M 1E8",525,43.247646,-79.828538,3.4,8.0,4.0,4.0
Gage Park,43.24344818701565,-79.83040988445282,1,23,24,Pizza Pizza,Pizzeria,"1296 King St E, Hamilton ON L8M 1G8",452,43.243909,-79.824758,3.1,1.0,0.0,2.0
Gage Park,43.24344818701565,-79.83040988445282,1,23,24,McDonald's,Burger Joint,"1268 King St E (at Main St E), Hamilton ON L8M 1G8",412,43.244575,-79.825565,2.9,28.0,4.0,15.0
Gage Park,43.24344818701565,-79.83040988445282,1,23,24,Living Hope Christian Community,Church,"918 Main St E, Hamilton ON L8M 1M5",449,43.241794,-79.835572,,,,
Gage Park,43.24344818701565,-79.83040988445282,1,23,24,Dollarama,Discount Store,"1124 Main St E, Hamilton ON L8M 1N9",629,43.24296,-79.822559,3.3,0.0,,
Gage Park,43.24344818701565,-79.83040988445282,1,23,24,Buddys Roadhouse,Restaurant,"1360 King St E, Hamilton ON L8M 1H5",718,43.240965,-79.822316,3.4,9.0,2.0,17.0
Gage Park,43.24344818701565,-79.83040988445282,1,23,24,Shoppers Drug Mart,Drugstore,"753 Main St E, Hamilton ON L8M 1L2",870,43.247766,-79.839359,3.8,14.0,2.0,
Gage Park,43.24344818701565,-79.83040988445282,1,23,24,Roselawn Lawn Bowling Club,Sports Club,"50 Lawrence Rd, Hamilton ON",556,43.238278,-79.82965,,,,
Gage Park,43.24344818701565,-79.83040988445282,1,23,24,Tim Hortons,"Cafe, Coffee, and Tea House","64 Melrose Ave N (Cannon St E), Hamilton ON L8L 0C3",957,43.252327,-79.830949,4.0,81.0,35.0,282.0
Gage Park,43.24344818701565,-79.83040988445282,1,23,24,Vintage Coffee Roasters,Café,"977 King St E (Barnesdale), Hamilton ON L8M 1C3",964,43.251372,-79.835377,3.9,8.0,,13.0
Gage Park,43.24344818701565,-79.83040988445282,1,23,24,Main Optical,Optometrist,"826 Main St E (Ashford), Hamilton ON L8M 1L6",633,43.246617,-79.836848,,,,
Gage Park,43.24344818701565,-79.83040988445282,1,23,24,Beautiful Bathrooms & Kitchens,Bathroom Contractor,"318 Cumberland Ave, Hamilton ON L8M 2A1",658,43.242511,-79.838613,,,,
Gage Park,43.24344818701565,-79.83040988445282,1,23,24,Tbar Unique Designs,Jewelry Store,"67 Balmoral Ave S (king street), Hamilton ON L8M 3K1",677,43.24132,-79.822793,,,,
Gage Park,43.24344818701565,-79.83040988445282,1,23,24,Tim Hortons,"Cafe, Coffee, and Tea House","65 Ottawa St N (Dunsmure Rd.), Hamilton ON L8H 3Y9",923,43.24461,-79.819267,3.4,20.0,4.0,40.0
Gage Park,43.24344818701565,-79.83040988445282,1,23,24,Mountain Brow Park,Park,,784,43.238244,-79.836643,,,,
Gage Park,43.24344818701565,-79.83040988445282,1,23,24,Ranko's Meats & Delicatessens,Butcher,"1111 Cannon St E, Hamilton ON L8L 2J5",894,43.248442,-79.82107,,,,
Delaware at Myrtle,43.2480454302898,-79.8495236914621,1,12,13,Good Shepherd,Public and Social Service,"10 Delaware Ave (Wentworth), Hamilton ON L8M 1T3",61,43.247996,-79.850199,,,,
Delaware at Myrtle,43.2480454302898,-79.8495236914621,1,12,13,Tim Hortons,"Cafe, Coffee, and Tea House","503 Main St E (Wentworth St S), Hamilton ON L8N 1K8",288,43.250761,-79.849878,3.1,8.0,1.0,2.0
Delaware at Myrtle,43.2480454302898,-79.8495236914621,1,12,13,City Pizza & Wings,Pizzeria,"581 Main St E, Hamilton ON L8M 1H9",252,43.25004,-79.847623,,,,
Delaware at Myrtle,43.2480454302898,-79.8495236914621,1,12,13,Dollarama,Discount Store,"447 Main St E, Hamilton ON L8N 1K1",410,43.251158,-79.851985,3.3,0.0,,
Delaware at Myrtle,43.2480454302898,-79.8495236914621,1,12,13,Wentworth Steps,Hiking Trail,Hamilton ON,602,43.243185,-79.8524,3.8,19.0,7.0,43.0
Delaware at Myrtle,43.2480454302898,-79.8495236914621,1,12,13,Caribbean Canadian Fast Food,Caribbean Restaurant,"568 Concession St, Hamilton ON L8V 1B1",807,43.24077,-79.851807,3.8,11.0,4.0,2.0
Delaware at Myrtle,43.2480454302898,-79.8495236914621,1,12,13,Shoppers Drug Mart,Drugstore,"753 Main St E, Hamilton ON L8M 1L2",816,43.247766,-79.839359,3.8,14.0,2.0,
Delaware at Myrtle,43.2480454302898,-79.8495236914621,1,12,13,La Luna on the Mountain Restaurant,Diner,"650 Concession St, Hamilton ON L8V 1B8",924,43.239778,-79.847979,4.2,28.0,11.0,5.0
Delaware at Myrtle,43.2480454302898,-79.8495236914621,1,12,13,Subway,Deli,"447 Concession St, Hamilton ON L9A 1C1",818,43.242248,-79.855858,3.5,5.0,2.0,1.0
Delaware at Myrtle,43.2480454302898,-79.8495236914621,1,12,13,Mountain Brow Park,Park,,602,43.242983,-79.851393,,,,
Delaware at Myrtle,43.2480454302898,-79.8495236914621,1,12,13,Edge's Roofing Co,Roofer,"26 Nightingale St, Hamilton ON L8L 1R6",656,43.253808,-79.850253,,,,
Delaware at Myrtle,43.2480454302898,-79.8495236914621,1,12,13,Tim Hortons,"Cafe, Coffee, and Tea House","473 Concession St (at E 19 St.), Hamilton ON L9A 1C1",815,43.242055,-79.855454,3.3,23.0,2.0,11.0
Delaware at Myrtle,43.2480454302898,-79.8495236914621,1,12,13,St John Place,Home Improvement Service,"20 Emerald St N (King st e), Hamilton ON L8L 8A4",670,43.253158,-79.85362,,,,
Delaware at Myrtle,43.2480454302898,-79.8495236914621,1,12,13,DeRosa Bakery and Restaurant,Deli,"71 Sanford Ave N, Hamilton ON L8L 5Y9",677,43.253411,-79.845967,,,,
Delaware at Myrtle,43.2480454302898,-79.8495236914621,1,12,13,Park Furniture,Furniture and Home Store,"70 Sanford Ave N, Hamilton ON L8L 5Y9",706,43.253422,-79.845088,,,,
Delaware at Myrtle,43.2480454302898,-79.8495236914621,1,12,13,Bruno's Pizza & Wings,Pizzeria,"718 Main St E (Sherman), Hamilton ON L8M 1K9",714,43.247771,-79.840751,,,,
Delaware at Myrtle,43.2480454302898,-79.8495236914621,1,12,13,The Sanctuary Hamilton,Church,"31 Summit Ave, Hamilton ON L8V 2R7",733,43.241846,-79.85236,,,,
Delaware at Myrtle,43.2480454302898,-79.8495236914621,1,12,13,Harrrp,Community and Government,"705 Main St E (St Clair), Hamilton ON L8M 1K8",733,43.248182,-79.840496,,,,
Delaware at Myrtle,43.2480454302898,-79.8495236914621,1,12,13,Tim Hortons,"Cafe, Coffee, and Tea House","505 Cannon St E (Sanford Ave N), Hamilton ON L8L 2E6",920,43.255384,-79.844306,3.4,18.0,6.0,4.0
Delaware at Myrtle,43.2480454302898,-79.8495236914621,1,12,13,Athletes Image Sports Photography,Photographer,"728 Main St E (at Sherman Ave), Hamilton ON L8M 1K9",738,43.247682,-79.840458,,,,
Maplewood at Springer,43.245150946389735,-79.83708053827286,3,10,13,Tim Hortons,"Cafe, Coffee, and Tea House","888 Main St E (Melrose Ave), Hamilton ON L8M 1M3",260,43.245768,-79.834063,3.6,6.0,1.0,1.0
Maplewood at Springer,43.245150946389735,-79.83708053827286,3,10,13,Shoppers Drug Mart,Drugstore,"753 Main St E, Hamilton ON L8M 1L2",341,43.247766,-79.839359,3.8,14.0,2.0,
Maplewood at Springer,43.245150946389735,-79.83708053827286,3,10,13,Main Optical,Optometrist,"826 Main St E (Ashford), Hamilton ON L8M 1L6",192,43.246617,-79.836848,,,,
Maplewood at Springer,43.245150946389735,-79.83708053827286,3,10,13,Jason's DJ Service,,"159 Prospect St S, Hamilton ON L8M 2Z5",277,43.245347,-79.833714,,,,
Maplewood at Springer,43.245150946389735,-79.83708053827286,3,10,13,Beautiful Bathrooms & Kitchens,Bathroom Contractor,"318 Cumberland Ave, Hamilton ON L8M 2A1",293,43.242511,-79.838613,,,,
Maplewood at Springer,43.245150946389735,-79.83708053827286,3,10,13,Gage Park Manor,Real Estate Agency,"222 Gage Ave S (At Main St.), Hamilton ON L8M 3M4",690,43.241353,-79.831836,4.2,62.0,14.0,173.0
Maplewood at Springer,43.245150946389735,-79.83708053827286,3,10,13,Living Hope Christian Community,Church,"918 Main St E, Hamilton ON L8M 1M5",385,43.241794,-79.835572,,,,
Maplewood at Springer,43.245150946389735,-79.83708053827286,3,10,13,Vintage Coffee Roasters,Café,"977 King St E (Barnesdale), Hamilton ON L8M 1C3",693,43.251372,-79.835377,3.9,8.0,,13.0
Maplewood at Springer,43.245150946389735,-79.83708053827286,3,10,13,Hi-Line Centre Pizza & Wings,Pizzeria,"1150 King St E (Gage), Hamilton ON L8M 1E8",752,43.247646,-79.828538,3.4,8.0,4.0,4.0
Maplewood at Springer,43.245150946389735,-79.83708053827286,3,10,13,Tim Hortons,"Cafe, Coffee, and Tea House","64 Melrose Ave N (Cannon St E), Hamilton ON L8L 0C3",946,43.252327,-79.830949,4.0,81.0,35.0,282.0
Maplewood at Springer,43.245150946389735,-79.83708053827286,3,10,13,Sealed Art,Framing Store,"89 Gage Ave S, Hamilton ON L8M 3C8",587,43.245156,-79.829649,,,,
Maplewood at Springer,43.245150946389735,-79.83708053827286,3,10,13,Lumacraft Photography,Photographer,"468 Cumberland Ave (Near Gage Ave. S.), Hamilton ON L8M 3M5",646,43.24067,-79.832,,,,
Maplewood at Springer,43.245150946389735,-79.83708053827286,3,10,13,PSN Plus Generator,Arts and Entertainment,"Main St E, Hamilton ON L8M 1J6",659,43.244984,-79.828971,,,,
Maplewood at Springer,43.245150946389735,-79.83708053827286,3,10,13,Lakeside Insurance & Financial,Insurance Agency,"957 King St E, Hamilton ON L8M 1C3",682,43.251381,-79.835982,,,,
Maplewood at Springer,43.245150946389735,-79.83708053827286,3,10,13,Maya Retreat Salon and Spa,Hair Salon,"975 King St E, Hamilton ON L8M 1C3",710,43.251372,-79.835377,,,,
Maplewood at Springer,43.245150946389735,-79.83708053827286,3,10,13,Caribbean Vibe,Restaurant,"1127 King St E, Hamilton ON L8M 1E5",727,43.248459,-79.829602,,,,
Maplewood at Springer,43.245150946389735,-79.83708053827286,3,10,13,Taste of Poland,Diner,"1145 King St E (Gage), Hamilton ON L8M 1E7",749,43.248302,-79.828741,,,,
Maplewood at Springer,43.245150946389735,-79.83708053827286,3,10,13,Mountain Brow Park,Park,,788,43.238244,-79.836643,,,,
Maplewood at Springer,43.245150946389735,-79.83708053827286,3,10,13,Vixenz Hair Studio,Hair Salon,"1207 1/2 King St E, Hamilton ON L8M 1G3",812,43.24605,-79.82674,,,,
Maplewood at Springer,43.245150946389735,-79.83708053827286,3,10,13,Your Neighbourhood Bar and Grill,Pub,"794 Concession St (East 33rd and Concession Street), Hamilton ON L8V 1C9",843,43.238206,-79.842244,,,,
Cannon at Birch (Powell Park),43.25504613306136,-79.84128892421722,1,11,12,541 | Eatery & Exchange,Restaurant,"541 Barton St E, Hamilton ON L8L 2Z2",363,43.258283,-79.842245,4.0,14.0,1.0,9.0
Cannon at Birch (Powell Park),43.25504613306136,-79.84128892421722,1,11,12,Tim Hortons,"Cafe, Coffee, and Tea House","505 Cannon St E (Sanford Ave N), Hamilton ON L8L 2E6",237,43.255384,-79.844306,3.4,18.0,6.0,4.0
Cannon at Birch (Powell Park),43.25504613306136,-79.84128892421722,1,11,12,Vintage Coffee Roasters,Café,"977 King St E (Barnesdale), Hamilton ON L8M 1C3",626,43.251372,-79.835377,3.9,8.0,,13.0
Cannon at Birch (Powell Park),43.25504613306136,-79.84128892421722,1,11,12,Galley Pump,Pub,"365 Wentworth St N, Hamilton ON L8L 5W4",375,43.262919,-79.84451,,,,
Cannon at Birch (Powell Park),43.25504613306136,-79.84128892421722,1,11,12,Shoppers Drug Mart,Drugstore,"753 Main St E, Hamilton ON L8M 1L2",831,43.247766,-79.839359,3.8,14.0,2.0,
Cannon at Birch (Powell Park),43.25504613306136,-79.84128892421722,1,11,12,Tim Hortons,"Cafe, Coffee, and Tea House","64 Melrose Ave N (Cannon St E), Hamilton ON L8L 0C3",951,43.252327,-79.830949,4.0,81.0,35.0,282.0
Cannon at Birch (Powell Park),43.25504613306136,-79.84128892421722,1,11,12,Tim Hortons,"Cafe, Coffee, and Tea House","799 Barton St E (Lottridge), Hamilton ON L8L 3B2",935,43.255221,-79.829674,3.9,15.0,0.0,4.0
Cannon at Birch (Powell Park),43.25504613306136,-79.84128892421722,1,11,12,Tim Hortons,"Cafe, Coffee, and Tea House","503 Main St E (Wentworth St S), Hamilton ON L8N 1K8",843,43.250761,-79.849878,3.1,8.0,1.0,2.0
Cannon at Birch (Powell Park),43.25504613306136,-79.84128892421722,1,11,12,McDonald's,Burger Joint,"787 Barton St E (Lottridge), Hamilton ON L8L 3B2",860,43.255437,-79.830498,3.0,9.0,1.0,1.0
Cannon at Birch (Powell Park),43.25504613306136,-79.84128892421722,1,11,12,Dollarama,Discount Store,"447 Main St E, Hamilton ON L8N 1K1",962,43.251158,-79.851985,3.3,0.0,,
Cannon at Birch (Powell Park),43.25504613306136,-79.84128892421722,1,11,12,RRD Welding & Fabrication Ltd,Welding Service,"46 Munroe St, Hamilton ON L8L 3V7",979,43.263786,-79.841967,,,,
Cannon at Birch (Powell Park),43.25504613306136,-79.84128892421722,1,11,12,Mfs Systems Inc,Welding Service,"46 Munroe St, Hamilton ON L8L 3V7",2061,43.26383,-79.842113,,,,
Cannon at Sherman,43.2533992835566,-79.8374917817979,2,6,8,Vintage Coffee Roasters,Café,"977 King St E (Barnesdale), Hamilton ON L8M 1C3",283,43.251372,-79.835377,3.9,8.0,,13.0
Cannon at Sherman,43.2533992835566,-79.8374917817979,2,6,8,Tim Hortons,"Cafe, Coffee, and Tea House","64 Melrose Ave N (Cannon St E), Hamilton ON L8L 0C3",603,43.252327,-79.830949,4.0,81.0,35.0,282.0
Cannon at Sherman,43.2533992835566,-79.8374917817979,2,6,8,541 | Eatery & Exchange,Restaurant,"541 Barton St E, Hamilton ON L8L 2Z2",661,43.258283,-79.842245,4.0,14.0,1.0,9.0
Cannon at Sherman,43.2533992835566,-79.8374917817979,2,6,8,Tim Hortons,"Cafe, Coffee, and Tea House","799 Barton St E (Lottridge), Hamilton ON L8L 3B2",657,43.255221,-79.829674,3.9,15.0,0.0,4.0
Cannon at Sherman,43.2533992835566,-79.8374917817979,2,6,8,Shoppers Drug Mart,Drugstore,"753 Main St E, Hamilton ON L8M 1L2",654,43.247766,-79.839359,3.8,14.0,2.0,
Cannon at Sherman,43.2533992835566,-79.8374917817979,2,6,8,Tim Hortons,"Cafe, Coffee, and Tea House","505 Cannon St E (Sanford Ave N), Hamilton ON L8L 2E6",584,43.255384,-79.844306,3.4,18.0,6.0,4.0
Cannon at Sherman,43.2533992835566,-79.8374917817979,2,6,8,McDonald's,Burger Joint,"787 Barton St E (Lottridge), Hamilton ON L8L 3B2",597,43.255437,-79.830498,3.0,9.0,1.0,1.0
Cannon at Sherman,43.2533992835566,-79.8374917817979,2,6,8,Tim Hortons,"Cafe, Coffee, and Tea House","888 Main St E (Melrose Ave), Hamilton ON L8M 1M3",883,43.245768,-79.834063,3.6,6.0,1.0,1.0
Cannon at Sherman,43.2533992835566,-79.8374917817979,2,6,8,Subway,Deli,"847 Barton St E, Hamilton ON L8L 3B4",744,43.254767,-79.828299,3.0,3.0,0.0,2.0
Cannon at Sherman,43.2533992835566,-79.8374917817979,2,6,8,KFC,Fast Food Restaurant,"Barton St, Hamilton ON L8L 6Y5",790,43.253684,-79.827839,3.0,0.0,,
Cannon at Sherman,43.2533992835566,-79.8374917817979,2,6,8,Hi-Line Centre Pizza & Wings,Pizzeria,"1150 King St E (Gage), Hamilton ON L8M 1E8",933,43.247646,-79.828538,3.4,8.0,4.0,4.0
Cannon at Sherman,43.2533992835566,-79.8374917817979,2,6,8,Dollarama,Discount Store,"869 Barton St E, Hamilton ON L8L 3B4",888,43.254807,-79.827054,3.3,0.0,,
Cannon at Sherman,43.2533992835566,-79.8374917817979,2,6,8,Hamilton Builders Supply,Construction Supplies Store,"37 Lloyd St, Hamilton ON L8L 3H3",749,43.256026,-79.82865,,,,
Cannon at Sherman,43.2533992835566,-79.8374917817979,2,6,8,Country Style,Café,"847 Barton St E, Hamilton ON L8L 3B4",771,43.254715,-79.828244,,,,
Cannon at Sherman,43.2533992835566,-79.8374917817979,2,6,8,Caribbean Vibe,Restaurant,"1127 King St E, Hamilton ON L8M 1E5",856,43.248459,-79.829602,,,,
Cannon at Sherman,43.2533992835566,-79.8374917817979,2,6,8,Taste of Poland,Diner,"1145 King St E (Gage), Hamilton ON L8M 1E7",911,43.248302,-79.828741,,,,
Cannon at Sherman,43.2533992835566,-79.8374917817979,2,6,8,Little Rays Reptile Zoo,Zoo,"869 Barton St E, Hamilton ON L8L 3B4",919,43.254701,-79.826248,,,,
York at Macnab,43.25901059433612,-79.86919194459914,2,0,2,Hamilton Farmers' Market,Farmers Market,"55 York Blvd (at James), Hamilton ON L8R 3K1",56,43.259041,-79.870193,4.3,90.0,14.0,80.0
York at Macnab,43.25901059433612,-79.86919194459914,2,0,2,Merit Brewing,Bar,"107 James St N (at York Blvd), Hamilton ON L8R 2K6",117,43.25949,-79.867997,4.1,36.0,7.0,101.0
York at Macnab,43.25901059433612,-79.86919194459914,2,0,2,August 8,Dim Sum Restaurant,"1 Wilson St (James St.), Hamilton ON L8R 1C4",185,43.259413,-79.866825,4.2,82.0,26.0,27.0
York at Macnab,43.25901059433612,-79.86919194459914,2,0,2,James Street North Art Crawl,Arts and Entertainment,"James St N, Hamilton ON",223,43.260562,-79.867158,4.2,23.0,2.0,19.0
York at Macnab,43.25901059433612,-79.86919194459914,2,0,2,The Mule,Taco Restaurant,"41 King William St (Hughson), Hamilton ON L8R 1A2",240,43.257258,-79.867202,4.4,54.0,14.0,83.0
York at Macnab,43.25901059433612,-79.86919194459914,2,0,2,Sagarmatha Curry Palace Resturant,Indian Restaurant,"43 King William St, Hamilton ON L8R 1A2",262,43.257213,-79.867056,4.2,22.0,22.0,122.0
York at Macnab,43.25901059433612,-79.86919194459914,2,0,2,Saint James Espresso Bar & Eatery,Bar,"170 James St N (Cannon), Hamilton ON L8R 2L1",273,43.260862,-79.866884,4.3,27.0,5.0,19.0
York at Macnab,43.25901059433612,-79.86919194459914,2,0,2,Hambrgr,Burger Joint,"49 King William St, Hamilton ON L8R 1A2",274,43.257213,-79.867056,4.2,51.0,13.0,34.0
York at Macnab,43.25901059433612,-79.86919194459914,2,0,2,Mulberry Street Coffeehouse,Café,"193 James St N (Mulberry St.), Hamilton ON L8R 2L2",348,43.261863,-79.866961,4.3,143.0,47.0,122.0
York at Macnab,43.25901059433612,-79.86919194459914,2,0,2,Burrito Boyz,Burrito Restaurant,"66 King St E, Hamilton ON L8N 1A6",390,43.255691,-79.867215,4.2,64.0,16.0,20.0
