bike_station,name,categories,address,distance,poi_latitude,poi_longitude,ratings,total_ratings,total_tips,total_photos
McMaster Stadium,Subway,Deli,"1331 Main St W (at Broadway Ave.), Hamilton ON L8S 1C6",786,43.257574,-79.918863,3.5,7.0,3.0,2.0
McMaster Stadium,Cupcakes,Bakery,"1050 King St W, Hamilton ON L8S 1L5",1013,43.261608,-79.907215,4.2,15.0,9.0,5.0
McMaster Stadium,McMaster Children's Hospital ER,Emergency Room,"1200 Main St W, Hamilton ON",665,43.258665,-79.917055,,,,
McMaster Stadium,Maple Leaf Pancake House,Diner,"1520 Main St W, Hamilton ON L8S 1E3",869,43.257771,-79.923534,3.4,25.0,7.0,8.0
McMaster Stadium,McMaster Children's Hospital,Children's Hospital,"1200 Main St W, Hamilton ON L8P 2J4",671,43.258773,-79.916378,,,,
McMaster Stadium,Shoppers Drug Mart,Drugstore,"1341 Main St W (at Emerson St), Hamilton ON L8S 1C6",802,43.25759,-79.919376,3.2,3.0,,
McMaster Stadium,Basilique,Diner,"1065 King St W, Hamilton ON L8S 1L8",981,43.261035,-79.907396,3.6,10.0,6.0,1.0
McMaster Stadium,Tally Ho Restaurants,Chinese Restaurant,"1536 Main St W, Hamilton ON L8S 1E4",897,43.257728,-79.924083,3.3,18.0,7.0,13.0
Barton and Belview - ERI05,Tim Hortons,Restaurant,"954 Barton St E, Hamilton ON L8L 3C5",24,43.252714,-79.822252,3.2,0.0,0.0,1.0
Barton and Belview - ERI05,The Purple Pear,Diner,"946 Barton St E, Hamilton ON L8L 3C5",91,43.253085,-79.823241,3.0,9.0,4.0,3.0
Barton and Belview - ERI05,Hamilton Indoor Go Karts,Amusement Park,"193 Cavell Ave, Hamilton ON L8L 8C9",196,43.254162,-79.823793,3.3,10.0,3.0,8.0
Barton and Belview - ERI05,Cars 4 Cures,Miscellaneous Store,"38 Lincoln St, Hamilton ON L8L 7L5",202,43.254569,-79.820663,,,,
Barton and Belview - ERI05,White Eagle Banquet Hall,Event Space,"1015 Barton St E, Hamilton ON L8L 3C8",227,43.252762,-79.819432,,,,
Barton and Belview - ERI05,Hambrgr,Bar,"207 Ottawa St N, Hamilton ON L8H 3Z4",630,43.248363,-79.817719,4.3,27.0,5.0,5.0
Barton and Belview - ERI05,Dollarama,Discount Store,"869 Barton St E, Hamilton ON L8L 3B4",422,43.254807,-79.827054,3.3,0.0,,
Barton and Belview - ERI05,Cannon Coffee Co,Café,"179 Ottawa St N (Cannon Street), Hamilton ON L8H 3Z4",691,43.24768,-79.817882,4.4,68.0,26.0,120.0
Barton and Belview - ERI05,Cafe Limoncello,Italian Restaurant,"226 Ottawa St N, Hamilton ON L8H 3Z6",614,43.248751,-79.817042,3.8,15.0,5.0,24.0
Barton and Belview - ERI05,Tim Hortons,"Cafe, Coffee, and Tea House","64 Melrose Ave N (Cannon St E), Hamilton ON L8L 0C3",661,43.252327,-79.830949,4.0,81.0,35.0,282.0
Barton and Belview - ERI05,Tim Hortons,"Cafe, Coffee, and Tea House","799 Barton St E (Lottridge), Hamilton ON L8L 3B2",660,43.255221,-79.829674,3.9,15.0,0.0,4.0
Barton and Belview - ERI05,KFC,Fast Food Restaurant,"Barton St, Hamilton ON L8L 6Y5",462,43.253684,-79.827839,3.0,0.0,,
Barton and Belview - ERI05,Lcbo,Liquor Store,"Centre Mall (1165 Barton St. E.), Hamilton ON L8H 2V2",742,43.251731,-79.813185,3.7,18.0,4.0,2.0
Barton and Belview - ERI05,Subway,Deli,"847 Barton St E, Hamilton ON L8L 3B4",549,43.254767,-79.828299,3.0,3.0,0.0,2.0
Barton and Belview - ERI05,Ranko's Meats & Delicatessens,Butcher,"1111 Cannon St E, Hamilton ON L8L 2J5",498,43.248442,-79.82107,,,,
Barton and Belview - ERI05,Nova Sewing Centre,Business and Professional Services,"289 Ottawa St N, Hamilton ON L8H 3Z8",539,43.250391,-79.816808,,,,
Barton and Belview - ERI05,St Anthony's Church,Church,"165 Prospect St N (at Barton St), Hamilton ON L8L 6X8",543,43.254648,-79.829856,,,,
Barton and Belview - ERI05,Black Sheep Snack Bar,Professional Cleaning Service,"187 Ottawa St N (Cannon), Hamilton ON L8H 3Z4",658,43.247739,-79.817846,3.2,9.0,3.0,17.0
Barton and Belview - ERI05,Hi-Line Centre Pizza & Wings,Pizzeria,"1150 King St E (Gage), Hamilton ON L8M 1E8",756,43.247646,-79.828538,3.4,8.0,4.0,4.0
Barton and Belview - ERI05,Marshalls,Department Store,"1161 Barton St E (Ottawa St. N.), Hamilton ON L8H 2V4",817,43.253109,-79.81198,3.6,8.0,1.0,
Barton at Ottawa - ERI06,Lcbo,Liquor Store,"Centre Mall (1165 Barton St. E.), Hamilton ON L8H 2V2",232,43.251731,-79.813185,3.7,18.0,4.0,2.0
Barton at Ottawa - ERI06,Hambrgr,Bar,"207 Ottawa St N, Hamilton ON L8H 3Z4",370,43.248363,-79.817719,4.3,27.0,5.0,5.0
Barton at Ottawa - ERI06,Cafe Limoncello,Italian Restaurant,"226 Ottawa St N, Hamilton ON L8H 3Z6",304,43.248751,-79.817042,3.8,15.0,5.0,24.0
Barton at Ottawa - ERI06,Cannon Coffee Co,Café,"179 Ottawa St N (Cannon Street), Hamilton ON L8H 3Z4",452,43.24768,-79.817882,4.4,68.0,26.0,120.0
Barton at Ottawa - ERI06,Marshalls,Department Store,"1161 Barton St E (Ottawa St. N.), Hamilton ON L8H 2V4",346,43.253109,-79.81198,3.6,8.0,1.0,
Barton at Ottawa - ERI06,Boston Pizza,Pizzeria,"1219 Barton St E (Kenilworth Ave. N.), Hamilton ON L8H 2V4",475,43.25066,-79.810363,4.0,28.0,7.0,17.0
Barton at Ottawa - ERI06,Michaels,Arts and Crafts Store,"1267 Barton St E (Kenilworth Ave. N.), Hamilton ON L8H 2V4",571,43.252288,-79.809096,3.6,12.0,2.0,6.0
Barton at Ottawa - ERI06,Canadian Tire,Department Store,"1283 Barton St E (Kenilworth at Vansitmart), Hamilton ON L8H 2V4",747,43.251662,-79.806776,3.0,18.0,2.0,1.0
Barton at Ottawa - ERI06,Tim Hortons,"Cafe, Coffee, and Tea House","1317 Barton St E (Kenilworth), Hamilton ON L8H 2V4",810,43.250416,-79.806243,3.0,15.0,6.0,5.0
Barton at Ottawa - ERI06,Jeanette's Pyschic Boutique,Psychic and Astrologer,"1306 Barton St E, Hamilton ON L8H 2W1",765,43.249235,-79.807064,,,,
Barton at Ottawa - ERI06,RBC Royal Bank,,"Barton St, Hamilton ON",766,43.250292,-79.806407,,,,
Barton at Ottawa - ERI06,Canna Cabana,Retail,"1317 Barton St E (Kenilworth Ave. N.), Hamilton ON L8H 2V4",783,43.250078,-79.806279,,,,
Barton at Ottawa - ERI06,Mark's Work Wearhouse,Clothing Store,"1283 Barton St E (Kenilworth Ave. N.), Hamilton ON L8H 2V4",785,43.252021,-79.806466,,,,
Barton at Ottawa - ERI06,Osmow's,Mediterranean Restaurant,"1317 Barton St E (Kenilworth Ave. N.), Hamilton ON L8H 2V4",800,43.250299,-79.806316,,,,
Barton at Ottawa - ERI06,Pita Pit,Sandwich Spot,"1317 Barton St E (Kenilworth Ave. N.), Hamilton ON L8H 2V4",803,43.250351,-79.806371,,,,
Barton at Ottawa - ERI06,Get Together Bar & Grill,Lounge,"253 Kenilworth Ave N, Hamilton ON L8H 4S6",842,43.248072,-79.806916,,,,
Barton at Ottawa - ERI06,The Parm House,Italian Restaurant,"272 Kenilworth Ave N (Barton St. E.), Hamilton ON L8H 4S9",858,43.24857,-79.806257,,,,
Barton at Ottawa - ERI06,MacFrugal's Furniture,Home Appliance Store,"1328 Barton St E, Hamilton ON L8H 2W3",865,43.249046,-79.805874,,,,
Barton at Ottawa - ERI06,First Aid Certified Training,Blood Bank,"350 Kenilworth Ave N (Barton), Hamilton ON L8H 4T3",876,43.250883,-79.805255,,,,
Barton at Ottawa - ERI06,Prime Time Sports Bar & Grill,Lounge,"216 Kenilworth Ave N, Hamilton ON L8H 4S2",899,43.246719,-79.807059,,,,
King at Mary,Theatre Aquarius,Music Venue,"190 King William St, Hamilton ON L8R 1A8",212,43.255151,-79.861885,4.2,10.0,2.0,28.0
King at Mary,Sapporo Japanese Restaurant,Sushi Restaurant,"96 Main St E, Hamilton ON L8N 1G3",180,43.254333,-79.865966,3.9,106.0,39.0,21.0
King at Mary,Burrito Boyz,Burrito Restaurant,"66 King St E, Hamilton ON L8N 1A6",234,43.255691,-79.867215,4.2,64.0,16.0,20.0
King at Mary,Hambrgr,Burger Joint,"49 King William St, Hamilton ON L8R 1A2",301,43.257213,-79.867056,4.2,51.0,13.0,34.0
King at Mary,Sagarmatha Curry Palace Resturant,Indian Restaurant,"43 King William St, Hamilton ON L8R 1A2",315,43.257213,-79.867056,4.2,22.0,22.0,122.0
King at Mary,The Mule,Taco Restaurant,"41 King William St (Hughson), Hamilton ON L8R 1A2",337,43.257258,-79.867202,4.4,54.0,14.0,83.0
King at Mary,Cafe Oranje,Café,"312 King St E (Wellington St), Hamilton ON L8N 1C2",388,43.253614,-79.860049,4.4,72.0,15.0,243.0
King at Mary,Merit Brewing,Bar,"107 James St N (at York Blvd), Hamilton ON L8R 2K6",549,43.25949,-79.867997,4.1,36.0,7.0,101.0
King at Mary,Hamilton Farmers' Market,Farmers Market,"55 York Blvd (at James), Hamilton ON L8R 3K1",624,43.259041,-79.870193,4.3,90.0,14.0,80.0
King at Mary,James Street North Art Crawl,Arts and Entertainment,"James St N, Hamilton ON",631,43.260562,-79.867158,4.2,23.0,2.0,19.0
King at Mary,Saint James Espresso Bar & Eatery,Bar,"170 James St N (Cannon), Hamilton ON L8R 2L1",678,43.260862,-79.866884,4.3,27.0,5.0,19.0
King at Mary,One Duke Restaurant & Lounge,American Restaurant,"1 Duke St (at James St. South), Hamilton ON L8P 1W9",712,43.251462,-79.872017,4.3,46.0,20.0,154.0
King at Mary,City Hall Parkette,Park,"Bay & Hunter, Hamilton ON",870,43.255011,-79.875307,,,,
King at Mary,Sacred Light Works,Office Building,"172 Bay St S, Hamilton ON L8P 3H7",958,43.25316,-79.876106,,,,
King at Mary,Charlton Physiotherapy,Physical Therapy Clinic,"68 Charlton Ave W, Hamilton ON L8P 2C1",999,43.250677,-79.874944,,,,
Cumberland at Blake ,Beautiful Bathrooms & Kitchens,Bathroom Contractor,"318 Cumberland Ave, Hamilton ON L8M 2A1",178,43.242511,-79.838613,,,,
Cumberland at Blake ,Shoppers Drug Mart,Drugstore,"753 Main St E, Hamilton ON L8M 1L2",491,43.247766,-79.839359,3.8,14.0,2.0,
Cumberland at Blake ,Tim Hortons,"Cafe, Coffee, and Tea House","888 Main St E (Melrose Ave), Hamilton ON L8M 1M3",596,43.245768,-79.834063,3.6,6.0,1.0,1.0
Cumberland at Blake ,La Luna on the Mountain Restaurant,Diner,"650 Concession St, Hamilton ON L8V 1B8",731,43.239778,-79.847979,4.2,28.0,11.0,5.0
Cumberland at Blake ,Living Hope Christian Community,Church,"918 Main St E, Hamilton ON L8M 1M5",434,43.241794,-79.835572,,,,
Cumberland at Blake ,Gage Park Manor,Real Estate Agency,"222 Gage Ave S (At Main St.), Hamilton ON L8M 3M4",890,43.241353,-79.831836,4.2,62.0,14.0,173.0
Cumberland at Blake ,Main Optical,Optometrist,"826 Main St E (Ashford), Hamilton ON L8M 1L6",499,43.246617,-79.836848,,,,
Cumberland at Blake ,Medical Ambulatory Clinic,Medical Center,"711 Concession St, Hamilton ON L8V 1C3",550,43.23951,-79.844921,,,,
Cumberland at Blake ,Caribbean Canadian Fast Food,Caribbean Restaurant,"568 Concession St, Hamilton ON L8V 1B1",911,43.24077,-79.851807,3.8,11.0,4.0,2.0
Cumberland at Blake ,Jason's DJ Service,,"159 Prospect St S, Hamilton ON L8M 2Z5",597,43.245347,-79.833714,,,,
Cumberland at Blake ,Vintage Coffee Roasters,Café,"977 King St E (Barnesdale), Hamilton ON L8M 1C3",972,43.251372,-79.835377,3.9,8.0,,13.0
Cumberland at Blake ,Wentworth Steps,Hiking Trail,Hamilton ON,967,43.243185,-79.8524,3.8,19.0,7.0,43.0
Cumberland at Blake ,Mountain Brow Park,Park,,663,43.238244,-79.836643,,,,
Cumberland at Blake ,Lumacraft Photography,Photographer,"468 Cumberland Ave (Near Gage Ave. S.), Hamilton ON L8M 3M5",744,43.24067,-79.832,,,,
Cumberland at Blake ,Bert's Power Mower Service,Garden Center,"330 Crockett St, Hamilton ON L8V 1H9",820,43.235772,-79.840444,,,,
Cumberland at Blake ,Cancer Assistance Program,Public and Social Service,"569 Concession St, Hamilton ON L8V 1B2",888,43.240885,-79.851039,,,,
Cumberland at Blake ,Sealed Art,Framing Store,"89 Gage Ave S, Hamilton ON L8M 3C8",890,43.245156,-79.829649,,,,
Cumberland at Blake ,Concession St Library,Library,"565 Concession St, Hamilton ON L8V 1A8",913,43.240967,-79.851424,,,,
Cumberland at Blake ,Zarky's Fine Foods Ltd,Gourmet Store,"558 Concession St, Hamilton ON L8V 1A9",913,43.240897,-79.852339,,,,
Cumberland at Blake ,City Pizza & Wings,Pizzeria,"581 Main St E, Hamilton ON L8M 1H9",937,43.25004,-79.847623,,,,
Main at Eastbourne,Shoppers Drug Mart,Drugstore,"753 Main St E, Hamilton ON L8M 1L2",213,43.247766,-79.839359,3.8,14.0,2.0,
Main at Eastbourne,Vintage Coffee Roasters,Café,"977 King St E (Barnesdale), Hamilton ON L8M 1C3",631,43.251372,-79.835377,3.9,8.0,,13.0
Main at Eastbourne,Tim Hortons,"Cafe, Coffee, and Tea House","888 Main St E (Melrose Ave), Hamilton ON L8M 1M3",695,43.245768,-79.834063,3.6,6.0,1.0,1.0
Main at Eastbourne,Main Optical,Optometrist,"826 Main St E (Ashford), Hamilton ON L8M 1L6",454,43.246617,-79.836848,,,,
Main at Eastbourne,City Pizza & Wings,Pizzeria,"581 Main St E, Hamilton ON L8M 1H9",504,43.25004,-79.847623,,,,
Main at Eastbourne,Tim Hortons,"Cafe, Coffee, and Tea House","503 Main St E (Wentworth St S), Hamilton ON L8N 1K8",685,43.250761,-79.849878,3.1,8.0,1.0,2.0
Main at Eastbourne,Lakeside Insurance & Financial,Insurance Agency,"957 King St E, Hamilton ON L8M 1C3",595,43.251381,-79.835982,,,,
Main at Eastbourne,Maya Retreat Salon and Spa,Hair Salon,"975 King St E, Hamilton ON L8M 1C3",648,43.251372,-79.835377,,,,
Main at Eastbourne,Tim Hortons,"Cafe, Coffee, and Tea House","505 Cannon St E (Sanford Ave N), Hamilton ON L8L 2E6",821,43.255384,-79.844306,3.4,18.0,6.0,4.0
Main at Eastbourne,DeRosa Bakery and Restaurant,Deli,"71 Sanford Ave N, Hamilton ON L8L 5Y9",659,43.253411,-79.845967,,,,
Main at Eastbourne,Beautiful Bathrooms & Kitchens,Bathroom Contractor,"318 Cumberland Ave, Hamilton ON L8M 2A1",668,43.242511,-79.838613,,,,
Main at Eastbourne,Good Shepherd,Public and Social Service,"10 Delaware Ave (Wentworth), Hamilton ON L8M 1T3",669,43.247996,-79.850199,,,,
Main at Eastbourne,Park Furniture,Furniture and Home Store,"70 Sanford Ave N, Hamilton ON L8L 5Y9",675,43.253422,-79.845088,,,,
Main at Eastbourne,Dollarama,Discount Store,"447 Main St E, Hamilton ON L8N 1K1",879,43.251158,-79.851985,3.3,0.0,,
Main at Eastbourne,Jason's DJ Service,,"159 Prospect St S, Hamilton ON L8M 2Z5",745,43.245347,-79.833714,,,,
Main at Eastbourne,Macy's Food Market,Convenience Store,"511 Cannon St E, Hamilton ON L8L 2E6",796,43.25505,-79.843554,,,,
Main at Eastbourne,Powell Park,Park,"134 Stirton St, Hamilton ON",822,43.255341,-79.840497,,,,
Main at Eastbourne,The Fortress,,"492 Cannon St E (at Sanford), Hamilton ON L8L 2E4",833,43.255438,-79.845057,,,,
Main at Eastbourne,Stinson School Lofts,Real Estate Development and Title Company,"200 Stinson St (Emerald Ave.), Hamilton ON L8N 4J5",870,43.247703,-79.85256,,,,
Main at Eastbourne,Living Hope Christian Community,Church,"918 Main St E, Hamilton ON L8M 1M5",872,43.241794,-79.835572,,,,
Stinson at Blythe,Dollarama,Discount Store,"447 Main St E, Hamilton ON L8N 1K1",439,43.251158,-79.851985,3.3,0.0,,
Stinson at Blythe,Wentworth Steps,Hiking Trail,Hamilton ON,591,43.243185,-79.8524,3.8,19.0,7.0,43.0
Stinson at Blythe,Cafe Oranje,Café,"312 King St E (Wellington St), Hamilton ON L8N 1C2",749,43.253614,-79.860049,4.4,72.0,15.0,243.0
Stinson at Blythe,Good Shepherd,Public and Social Service,"10 Delaware Ave (Wentworth), Hamilton ON L8M 1T3",389,43.247996,-79.850199,,,,
Stinson at Blythe,Tim Hortons,"Cafe, Coffee, and Tea House","503 Main St E (Wentworth St S), Hamilton ON L8N 1K8",519,43.250761,-79.849878,3.1,8.0,1.0,2.0
Stinson at Blythe,Subway,Deli,"447 Concession St, Hamilton ON L9A 1C1",638,43.242248,-79.855858,3.5,5.0,2.0,1.0
Stinson at Blythe,Denninger Ltd,Deli,"284 King St E, Hamilton ON L8N 1B7",802,43.253889,-79.860837,4.2,33.0,7.0,31.0
Stinson at Blythe,Stinson Neighbourhood,Other Great Outdoors,"Emerald st, Hamilton ON",505,43.249181,-79.860969,,,,
Stinson at Blythe,Tim Hortons,"Cafe, Coffee, and Tea House","473 Concession St (at E 19 St.), Hamilton ON L9A 1C1",653,43.242055,-79.855454,3.3,23.0,2.0,11.0
Stinson at Blythe,Church of God of Prophecy,Church,"64 1/2 Wentworth St N, Hamilton ON L8L 5V4",518,43.254623,-79.847655,,,,
Stinson at Blythe,Black Forest Inn,German Restaurant,"255 King St E, Hamilton ON L8N 1B9",882,43.254392,-79.861571,4.0,57.0,18.0,53.0
Stinson at Blythe,Shakespeare's Steak and Seafood,Diner,"181 Main St E, Hamilton ON L8N 1H2",880,43.253717,-79.862338,4.0,10.0,4.0,1.0
Stinson at Blythe,Corktown Tavern,Pub,"175 Young St, Hamilton ON L8N 1V7",754,43.249707,-79.864303,3.6,22.0,10.0,19.0
Stinson at Blythe,Caribbean Canadian Fast Food,Caribbean Restaurant,"568 Concession St, Hamilton ON L8V 1B1",851,43.24077,-79.851807,3.8,11.0,4.0,2.0
Stinson at Blythe,Sam Lawrence Park,Park,"Concession St, Hamilton ON",932,43.244306,-79.866171,4.2,21.0,4.0,53.0
Stinson at Blythe,Corktown Park,Park,"Forest Ave, Hamilton ON",685,43.248528,-79.86364,3.2,8.0,3.0,3.0
Stinson at Blythe,Theatre Aquarius,Music Venue,"190 King William St, Hamilton ON L8R 1A8",986,43.255151,-79.861885,4.2,10.0,2.0,28.0
Stinson at Blythe,St John Place,Home Improvement Service,"20 Emerald St N (King st e), Hamilton ON L8L 8A4",596,43.253158,-79.85362,,,,
Stinson at Blythe,City Pizza & Wings,Pizzeria,"581 Main St E, Hamilton ON L8M 1H9",630,43.25004,-79.847623,,,,
Stinson at Blythe,Mountain Brow Park,Park,,649,43.242983,-79.851393,,,,
Wentworth Stairs,Wentworth Steps,Hiking Trail,Hamilton ON,207,43.243185,-79.8524,3.8,19.0,7.0,43.0
Wentworth Stairs,Caribbean Canadian Fast Food,Caribbean Restaurant,"568 Concession St, Hamilton ON L8V 1B1",445,43.24077,-79.851807,3.8,11.0,4.0,2.0
Wentworth Stairs,Subway,Deli,"447 Concession St, Hamilton ON L9A 1C1",432,43.242248,-79.855858,3.5,5.0,2.0,1.0
Wentworth Stairs,Tim Hortons,"Cafe, Coffee, and Tea House","473 Concession St (at E 19 St.), Hamilton ON L9A 1C1",424,43.242055,-79.855454,3.3,23.0,2.0,11.0
Wentworth Stairs,La Luna on the Mountain Restaurant,Diner,"650 Concession St, Hamilton ON L8V 1B8",641,43.239778,-79.847979,4.2,28.0,11.0,5.0
Wentworth Stairs,The Sanctuary Hamilton,Church,"31 Summit Ave, Hamilton ON L8V 2R7",350,43.241846,-79.85236,,,,
Wentworth Stairs,Good Shepherd,Public and Social Service,"10 Delaware Ave (Wentworth), Hamilton ON L8M 1T3",376,43.247996,-79.850199,,,,
Wentworth Stairs,Shoppers Drug Mart,Drugstore,"510 Concession St, Hamilton ON L9A 1C4",463,43.241221,-79.854665,3.0,15.0,3.0,2.0
Wentworth Stairs,Dr. Doyle M,Doctor's Office,"555 Concession St, Hamilton ON L8V 1A8",413,43.241049,-79.851808,,,,
Wentworth Stairs,Cancer Assistance Program,Public and Social Service,"569 Concession St, Hamilton ON L8V 1B2",443,43.240885,-79.851039,,,,
Wentworth Stairs,Concession St Library,Library,"565 Concession St, Hamilton ON L8V 1A8",443,43.240967,-79.851424,,,,
Wentworth Stairs,Dollarama,Discount Store,"447 Main St E, Hamilton ON L8N 1K1",710,43.251158,-79.851985,3.3,0.0,,
Wentworth Stairs,Tim Hortons,"Cafe, Coffee, and Tea House","503 Main St E (Wentworth St S), Hamilton ON L8N 1K8",661,43.250761,-79.849878,3.1,8.0,1.0,2.0
Wentworth Stairs,Mountain Dental Arts,Dentist,"410 Concession St, Hamilton ON L9A 1B9",582,43.242396,-79.858293,,,,
Wentworth Stairs,The Cat Clinic,Veterinarian,"391 Concession St, Hamilton ON L9A 1B8",601,43.24272,-79.85844,,,,
Wentworth Stairs,City Pizza & Wings,Pizzeria,"581 Main St E, Hamilton ON L8M 1H9",651,43.25004,-79.847623,,,,
Wentworth Stairs,Medical Ambulatory Clinic,Medical Center,"711 Concession St, Hamilton ON L8V 1C3",800,43.23951,-79.844921,,,,
Wentworth Stairs,Stinson Neighbourhood,Other Great Outdoors,"Emerald st, Hamilton ON",894,43.249181,-79.860969,,,,
Wentworth Stairs,St John Place,Home Improvement Service,"20 Emerald St N (King st e), Hamilton ON L8L 8A4",945,43.253158,-79.85362,,,,
Wentworth Stairs,Bruno's Pizza & Wings,Pizzeria,"718 Main St E (Sherman), Hamilton ON L8M 1K9",964,43.247771,-79.840751,,,,
Ferguson at King William,Theatre Aquarius,Music Venue,"190 King William St, Hamilton ON L8R 1A8",40,43.255151,-79.861885,4.2,10.0,2.0,28.0
Ferguson at King William,Cafe Oranje,Café,"312 King St E (Wellington St), Hamilton ON L8N 1C2",197,43.253614,-79.860049,4.4,72.0,15.0,243.0
Ferguson at King William,Sapporo Japanese Restaurant,Sushi Restaurant,"96 Main St E, Hamilton ON L8N 1G3",403,43.254333,-79.865966,3.9,106.0,39.0,21.0
Ferguson at King William,Burrito Boyz,Burrito Restaurant,"66 King St E, Hamilton ON L8N 1A6",467,43.255691,-79.867215,4.2,64.0,16.0,20.0
Ferguson at King William,Hambrgr,Burger Joint,"49 King William St, Hamilton ON L8R 1A2",497,43.257213,-79.867056,4.2,51.0,13.0,34.0
Ferguson at King William,Sagarmatha Curry Palace Resturant,Indian Restaurant,"43 King William St, Hamilton ON L8R 1A2",516,43.257213,-79.867056,4.2,22.0,22.0,122.0
Ferguson at King William,The Mule,Taco Restaurant,"41 King William St (Hughson), Hamilton ON L8R 1A2",537,43.257258,-79.867202,4.4,54.0,14.0,83.0
Ferguson at King William,Merit Brewing,Bar,"107 James St N (at York Blvd), Hamilton ON L8R 2K6",703,43.25949,-79.867997,4.1,36.0,7.0,101.0
Ferguson at King William,James Street North Art Crawl,Arts and Entertainment,"James St N, Hamilton ON",754,43.260562,-79.867158,4.2,23.0,2.0,19.0
Ferguson at King William,Saint James Espresso Bar & Eatery,Bar,"170 James St N (Cannon), Hamilton ON L8R 2L1",790,43.260862,-79.866884,4.3,27.0,5.0,19.0
Ferguson at King William,Hamilton Farmers' Market,Farmers Market,"55 York Blvd (at James), Hamilton ON L8R 3K1",811,43.259041,-79.870193,4.3,90.0,14.0,80.0
Ferguson at King William,One Duke Restaurant & Lounge,American Restaurant,"1 Duke St (at James St. South), Hamilton ON L8P 1W9",921,43.251462,-79.872017,4.3,46.0,20.0,154.0
Ferguson at King William,Dollarama,Discount Store,"447 Main St E, Hamilton ON L8N 1K1",879,43.251158,-79.851985,3.3,0.0,,
Ferguson at King William,The Pearl Co,Music Venue,"16 Steven St, Hamilton ON L8L 5N3",815,43.252981,-79.85155,,,,
Ferguson at King William,Mediserve Pharmacy,Drugstore,"591 King St E, Hamilton ON L8N 1E4",885,43.252502,-79.851238,,,,
Ferguson at King William,Edge's Roofing Co,Roofer,"26 Nightingale St, Hamilton ON L8L 1R6",928,43.253808,-79.850253,,,,
Ferguson at King William,Yesterday,Miscellaneous Store,"333 Barton St E, Hamilton ON L8L 2X6",958,43.259816,-79.851406,,,,
Ferguson at King William,Parrish & Heimbecker Ltd,Agriculture and Forestry Service,"600 Ferguson Ave N, Hamilton ON L8L 4Z9",1913,43.263738,-79.857864,,,,
Ferguson at Cannon,Theatre Aquarius,Music Venue,"190 King William St, Hamilton ON L8R 1A8",399,43.255151,-79.861885,4.2,10.0,2.0,28.0
Ferguson at Cannon,Shoppers Drug Mart,Drugstore,"232 Cannon St E, Hamilton ON L8L 0A9",241,43.257864,-79.85715,3.4,11.0,0.0,11.0
Ferguson at Cannon,Black Forest Inn,German Restaurant,"255 King St E, Hamilton ON L8N 1B9",505,43.254392,-79.861571,4.0,57.0,18.0,53.0
Ferguson at Cannon,Cafe Oranje,Café,"312 King St E (Wellington St), Hamilton ON L8N 1C2",557,43.253614,-79.860049,4.4,72.0,15.0,243.0
Ferguson at Cannon,Beer Store,Beer Store,"150 Barton St E (Elgin St), Hamilton ON L8L 2W5",337,43.26172,-79.859378,3.3,4.0,1.0,3.0
Ferguson at Cannon,Denninger Ltd,Deli,"284 King St E, Hamilton ON L8N 1B7",539,43.253889,-79.860837,4.2,33.0,7.0,31.0
Ferguson at Cannon,Tim Hortons,"Cafe, Coffee, and Tea House","200 Barton St E (Wellington), Hamilton ON L8L 2W8",396,43.261765,-79.857345,3.4,15.0,3.0,5.0
Ferguson at Cannon,August 8,Dim Sum Restaurant,"1 Wilson St (James St.), Hamilton ON L8R 1C4",575,43.259413,-79.866825,4.2,82.0,26.0,27.0
Ferguson at Cannon,Hambrgr,Burger Joint,"49 King William St, Hamilton ON L8R 1A2",605,43.257213,-79.867056,4.2,51.0,13.0,34.0
Ferguson at Cannon,Gameopolis,Arts and Entertainment,"223 King St E (at Walnut; East of John St.), Hamilton ON L8N 1B6",508,43.25466,-79.862451,3.6,8.0,7.0,16.0
Ferguson at Cannon,Shakespeare's Steak and Seafood,Diner,"181 Main St E, Hamilton ON L8N 1H2",589,43.253717,-79.862338,4.0,10.0,4.0,1.0
Ferguson at Cannon,Sagarmatha Curry Palace Resturant,Indian Restaurant,"43 King William St, Hamilton ON L8R 1A2",626,43.257213,-79.867056,4.2,22.0,22.0,122.0
Ferguson at Cannon,The Mule,Taco Restaurant,"41 King William St (Hughson), Hamilton ON L8R 1A2",638,43.257258,-79.867202,4.4,54.0,14.0,83.0
Ferguson at Cannon,Bonanza Bakery,Bakery,"100 Murray St E, Hamilton ON L8L 3G4",625,43.264323,-79.861163,4.2,14.0,5.0,3.0
Ferguson at Cannon,Saint James Espresso Bar & Eatery,Bar,"170 James St N (Cannon), Hamilton ON L8R 2L1",640,43.260862,-79.866884,4.3,27.0,5.0,19.0
Ferguson at Cannon,James Street North Art Crawl,Arts and Entertainment,"James St N, Hamilton ON",634,43.260562,-79.867158,4.2,23.0,2.0,19.0
Ferguson at Cannon,A&W Restaurant,American Restaurant,"190 Barton St E, Hamilton ON L8L 2W8",393,43.262054,-79.857951,3.1,5.0,1.0,10.0
Ferguson at Cannon,Mulberry Street Coffeehouse,Café,"193 James St N (Mulberry St.), Hamilton ON L8R 2L2",671,43.261863,-79.866961,4.3,143.0,47.0,122.0
Ferguson at Cannon,Burrito Boyz,Burrito Restaurant,"66 King St E, Hamilton ON L8N 1A6",675,43.255691,-79.867215,4.2,64.0,16.0,20.0
